codeSad,nomM,nomF
32977,Directeur rech.et planificat.,Directrice rech.et planificat.
32978,Adjoint Provost VR aff.acad.,Adjointe Provost VR aff.acad.
32979,Adjoint  Vice rectorat execut.,Adjointe Vice rectorat exécut.
32980,Directeur dév. prog. d'études,Directrice dév. prog. d'études
32981,Directeur extension de l'ens.,Directrice extension de l'ens.
32982,Directeur approvisionnement,Directrice approvisionnement
32983,Directeur opér. comptables,Directrice opér. comptables
32984,Directeur expert. comptables,Directrice expert. comptables
32985,Directeur trés. gest. risques,Directrice trés. gest. risques
32986,Directeur régimes de retraite,Directrice régimes de retraite
32987,Directeur rémunération globale,Directrice rémunération global
32988,Directeur dot. & syst. d'info.,Directrice dot.& syst. d'info.
32989,Directeur dév. org. & format.,Directrice dév. org. & format.
32990,Directeur de l'admission,Directrice de l'admission
32991,Adjoint à la direction général,Adjointe à la direction généra
32992,Directeur des animaleries,Directrice des animaleries
32993,Directeur des archives,Directrice des archives
32994,Directeur de la polycopie,Directrice de la polycopie
32995,Directeur centre de carrière,Directrice centre de carrière
32996,Directeur accueil et intégr.,Directrice accueil et intégr.
32997,Directeur gestion des études,Directrice gestion des études
32998,Directeur sécur. informatique,Directrice sécur. informatique
32999,Directeur trait. et accès doc.,Directrice trait. et accès doc
33001,Coordonnateur à l'admission,Coordonnatrice à l'admission
33002,Chef - Bur. de la surêté,Chef - Bur. de la surêté
33003,Coord. commu. et marketing,Coord. commu. et marketing
33004,Resp. sect. électroacoustique,Resp. sect. électroacoustique
33005,Directeur adjoint,Directrice adjointe
33006,Adjoint,Adjointe
33007,Agent d'administration,Agente d'administration
33008,Adjoint au chef comptable,Adjointe au chef comptable
33009,Adjoint au directeur,Adjointe au directeur
33010,Adjoint au directeur (Budgets),Adjointe au directeur(Budgets)
33011,Gérant des opérations,Gérante des opérations
33012,Administrateur,Administratrice
33013,Assistant-gérant,Assistante-gérante
33014,Directeur des coll.particul.,Directrice des coll.particul.
33015,Directeur adjoint (Biblio.),Directrice adjointe (Biblio.)
33016,Adjoint au directeur(Diplômes),Adjointe au directeur(Diplôme)
33017,Directeur (Éducation continue),Directrice(Éducation continue)
33018,Secrétaire administratif,Secrétaire administrative
33019,Gérant,Gérante
33020,Chef de section (Formation),Chef de section (Formation)
33021,Chef de section av. sociaux,Chef de section av. sociaux
33022,Chef de section (Électricité),Chef de section (Électricité)
33023,Chef de section (Architecture),Chef de section (Architecture)
33024,Chef de section (Mécanique),Chef de section (Mécanique)
33025,Assistant chef de sect.(Arch.),Assistante chef de sect.(Arch)
33026,Responsable(Archives étudiant),Responsable(Archives étudiant)
33027,Chef des services externes,Chef des services externes
33028,Responsable (meta),Responsable (meta)
33029,Adjoint au vice-doyen (Dével.),Adjointe au vice-doyen(Dével.)
33030,Chef de section(Travaux-Régie),Chef de section(Travaux Régie)
33031,Chef de div. (Planification),Chef de divi. (Planification)
33032,Chef de division (Méc. élect.),Chef de division (Méc. élect.)
33033,Chef de section (Comptabilité),Chef de section (Comptabilité)
33034,Muséologue,Muséologue
33035,Chef de division (Sécurité),Chef de division (Sécurité)
33036,Chef du service commercial,Chef du service commercial
33037,Conservateur,Conservatrice
33038,Directeur des clin.(Aff.adm.),Directrice des clin.(Aff.adm.)
33039,Adjoint au directeur(proj.spx),Adjointe au directeur(proj.sp)
33040,Responsable de cueill. données,Responsable de cueill. données
33041,Chef de section (Anal.-contr.),Chef de section (Anal.-contr.)
33042,0irecteur adjoint (program.),Directrice adjointe (program.)
33043,Gérant des res.-cen.commun.,Gérante des res.-cen.commun.
33044,Responsable de centre de docum,Responsable de centre de docum
33045,Chef-réalisateur,Chef-réalisatrice
33046,Adjoint au dir.(comm.-market.),Adjointe au dir.(comm.-market)
33047,Adjoint administratif,Adjointe administrative
33048,Adjoint au doyen,Adjointe au doyen
33049,Adjoint au secrétaire,Adjointe au secrétaire
33050,Adjoint au vice-doyen,Adjointe au vice-doyen
33051,Directeur (Bureau plan.infor.),Directrice (Bureau plan.infor)
33052,Directeur(Services techniques),Directrice(Services technique)
33053,Gérant d'unité,Gérante d'unité
33054,Chargé des relations institut.,Chargée des relations institut
33055,Chef de service adjoint,Chef de service adjoint
33056,Adjoint - resp. cueill.donnees,Adjointe- resp. cueill.donnees
33057,Adjoint au secrétaire général,Adjointe au secrétaire général
33058,Responsable bur.aide financièr,Responsable bur.aide financièr
33059,Coordonnateur (vie en resid.),Coordonnatrice (vie en resid.)
33060,Directeur - Bureau communic.,Directrice - Bureau communic.
33061,Coordonnateur (Ress. techniq.),Coordonnatrice(Ress. techniq.)
33062,Chargé de dossiers,Chargée de dossiers
33063,Adjoint au registraire,Adjointe au registraire
33064,Adjoint au chef de service,Adjointe au chef de service
33065,Chef de section (Ass.collect.),Chef de section (Ass.collect.)
33066,Directeur (Formation continue),Directrice(Formation continue)
33067,Directeur du catalogage,Directrice du catalogage
33068,Chef de section (Rémunération),Chef de section (Rémunération)
33069,Chef de division(ing.construc),Chef de division(ing.construc)
33070,Chef de division(Construction),Chef de division(Construction)
33071,Chef de section (Santé),Chef de section (Santé)
33072,Gérant de cafétérias,Gérante de cafétérias
33073,Chef de section (gest.ress.h.),Chef de section (gest.ress.h.)
33074,Coordonnateur (ens.a distance),Coordonnatrice(ens.a distance)
33075,Responsable(enregistr.-contr.),Responsable(enregistr.-contr.)
33076,Coordonnateur d'activ.sportiv.,Coordonnatrice d'activ.sportiv
33077,Chef de service (Administ.),Chef de service (Administ.)
33078,Chef de service (Production),Chef de service (Production)
33079,Chef de service (Publications),Chef de service (Publications)
33080,Chef de section (proc.-couts),Chef de section (proc.-couts)
33081,Chef de service (Polycopie),Chef de service (Polycopie)
33082,Coordonnateur (serex),Coordonnatrice (serex)
33083,Adjoint au directeur,Adjointe au directeur
33084,Adjoint à la programmation,Adjointe à la programmation
33085,Coordonnateur (Sec.rémunérat.),Coordonnatrice(Sec.rémunérat.)
33086,Coordonnateur (Sec. médicale),Coordonnatrice (Sec. médicale)
33087,Coordonnateur (Sec. formation),Coordonnatrice (Sec.formation)
33088,Coordonnateur(Sec.recrutement),Coordonnatrice(Sec.recrutemen)
33089,Coordonnateur (Sect.dos.&info),Coordonnatrice(Sect.dos.&info)
33090,Adjoint au directeur(Collect.),Adjointe au directeur(Collect)
33091,Contrôleur,Contrôleuse
33092,Chef de projet,Chef de projet
33093,Responsable (Logiciels),Responsable (Logiciels)
33094,Adjoint au directeur (Inform.),Adjointe au directeur (Inform)
33095,Responsable activ. annuelles,Responsable activ. annuelles
33096,Directeur (Collections),Directrice (Collections)
33097,Chef des laboratoires,Chef des laboratoires
33098,Directeur(integr.a l'enseign.),Directrice(integr.a l'enseign)
33099,Chef de service,Chef de service
33100,Chef de section,Chef de section
33101,Administrateur,Administratrice
33102,Contrôleur,Contrôleuse
33103,Directeur administratif,Directrice administrative
33104,Chef de production,Chef de production
33105,Directeur (Comm. et mark.),Directrice (Comm. et mark.)
33106,Directeur(progr.-serv.enseign),Directrice(progr.-serv.enseig)
33107,Responsable de secteur(Admin.),Responsable de secteur(Admin.)
33108,Directeur adjoint,Directrice adjointe
33109,Directeur des applic.informat.,Directrice des applic.informat
33110,Directeur de l'aide usagers,Directrice de l'aide usagers
33111,Adjoint à la direction général,Adjointe au directeur général
33112,Adjoint (Affaires publiques),Adjointe (Affaires publiques)
33113,Directeur de la production,Directrice de la production
33114,Directeur de la production,Directrice de la production
33115,Directeur de la promotion,Directrice de la promotion
33116,Directeur de la promotion,Directrice de la promotion
33117,Directeur de division,Directrice de division
33118,Directeur des relations médias,Directrice des relations média
33119,Responsable,Responsable
33120,Dir. dév. facultaire,Dir. dév. facultaire
33121,Responsable admin. et comm.,Responsable admin. et comm.
33122,Resp. av.soc. serv. aux emp.,Resp. av.soc. serv. aux emp.
33123,"Directeur,réussite étudiante","Directrice,réussite étudiante"
33125,Adjoint adm. & gest. académiq.,Adjointe adm. & gest. académiq
33126,Adjoint (gest.mat.et physique),Adjointe(gest.mat.et physique)
33127,Adjoint au vice-doyen,Adjointe au vice-doyen
33128,Adjoint au vice-doyen(Res.inf),Adjointe au vice-doyen(Res.in)
33129,Directeur(Services techniques),Directrice(Services technique)
33130,Responsable de l'informatisat.,Responsable de l'informatisat.
33131,Rédacteur en chef,Rédactrice en chef
33132,Administrateur de transf.tech.,Administratrice de transf.tech
33133,Adjoint académique,Adjointe académique
33134,Adjoint à la directeur,Adjointe à la directeur
33135,Resp. - formation clinique,Resp. - formation clinique
33136,Adj. à la directrice exécutive,Adj. à la directrice exécutive
33139,Directeur (Serv. aux usagers),Directrice (Serv. aux usagers)
33140,Payeur,Payeuse
33141,Coordonnateur des soins animal,Coordonnatrice des soins anim.
33142,Contrôleur,Contrôleuse
33143,Adjoint au directeur (Admiss.),Adjointe au directeur (Admiss)
33144,Responsable (Section paie),Responsable (Section paie)
33145,Adjoint au vice-doyen,Adjointe au vice-doyen
33146,Adjoint au dir. (Gest.person.),Adjointe au dir.(Gest.person.)
33147,Directeur (Bur. des systèmes),Directrice  (Bur.des systèmes)
33148,Directeur (u.s.i.),Directrice (u.s.i.)
33149,Adjoint aux ressour. humaines,Adjointe aux ressour. humaines
33150,Adjoint à la vice-doyenne,Adjointe à la vice-doyenne
33151,Responsable transfert techno.,Responsable transfert techno.
33152,Chef de projet -gest.du chang.,Chef de projet -gest.du chang.
33153,Responsable acqui. talents div,Responsable acqui. talents div
33163,Directeur administratif,Directrice administrative
33164,Architecte princip.en technol.,Architecte princip.en technol.
33165,Architecte princip. (Données),Architecte princip. (Données)
33166,Directeur,Directrice
33167,Directeur publications,Directrice publications
33168,Chef sect. gest. esp. infrast.,Chef sect. gest. esp. infrast.
33169,Directeur communic. internes,Directrice communic. internes
33170,Directeur développement,Directrice développement
33171,Directeur de création et  prod,Directrice de création et prod
33172,"Chef, planif. dév. techno.","Chef, planif. dév. techno."
33173,Dir. études planif. pharmacie.,Dir. études planif. pharmacie
33200,Directeur des communic.intern.,Directrice des communic.intern
33201,Directeur du réseau bioinform.,Directrice du réseau bioinform
33202,Dir Vitrine culturelle & B.S.,Dir Vitrine culturelle & B.S.
33229,Chef des ateliers,Chef des ateliers
33243,Chef de cabinet - rectorat,Chef de cabinet - rectorat
33244,Payeur,Payeuse
33245,Coordonnateur à la dotation,Coordonnatrice à la dotation
33246,Coordonnateur,Coordonnatrice
33263,Chef de section (application),Chef de section (application)
33264,Coordonnateur en maint.applic.,Coordonnatrice en maint.applic
33270,Responsable(Section graphisme),Responsable(Section graphisme)
33302,Adj. Vice-rect. (dév.rel.dipl),Adj. Vice-rect. (dév.rel.dipl)
33303,Chef secteur études systèmes,Chef secteur études systèmes
33317,Chef de section (Embauche),Chef de section (Embauche)
33318,Directeur des grands projets,Directrice des grands projets
33339,Chef de bibliothèque,Chef de bibliothèque
33340,Adjoint au directeur(Coordin.),Adjointe au directeur(Coordin)
33341,Directeur de bibliothèque,Directrice de bibliothèque
33351,Adjoint au vice-doyen (f.e.p.),Adjointe au vice-doyen(f.e.p.)
33352,Adjoint au vice-doyen-études,Adjointe au vice-doyen-études
33353,Responsable des opér. comptab.,Responsable des opér. comptab.
33354,Directeur clinique de psychol.,Directrice clinique de psychol
33355,Responsable approv.-org.mater.,Responsable approv.-org.mater.
33359,Adjoint au doyen (Aff. pédag.),Adjointe au doyen (Aff.pédag.)
33360,Coordonnateur des activités,Coordonnatrice des activités
33365,Directeur  (Centre accueil),Directrice  (Centre accueil)
33366,Directeur (Module pédagogique),Directrice(Module pédagogique)
33367,Directeur enseign. clinique,Directrice enseign. clinique
33379,Chef d'exploitation,Chef d'exploitation
33386,Directeur de famille,Directrice de famille
33387,Chef de division,Chef de division
33388,Chef de division(Conciergerie),Chef de division(Conciergerie)
33389,Responsable réseaux de commun.,Responsable réseaux de commun.
33390,Responsable des télécommunic.,Responsable des télécommunic.
33391,Chef division(conc.tel.cour.),Chef division (conc.tel.cour.)
33392,Chef de division(Régie-commun),Chef de division(Régie-commun)
33393,Adjoint au directeur de divis.,Adjointe au directeur de divis
33394,Chef de sécurité,Chef de sécurité
33395,Chef  (Sûreté et gardien),Chef  (Sûreté et gardien)
33396,Directeur (Qual.prog.d'etudes),Directrice(Qual.prog.d'etudes)
33397,Adjoint au directeur général,Adjointe au directeur général
33398,Responsable (b.e.i.),Responsable (b.e.i.)
33399,Coordonnateur expl.réseau info,Coordonnatrice expl.réseau inf
33400,Chef de service,Chef de service
33401,Directeur adjoint,Directrice adjointe
33409,Responsable syst.d'information,Responsable syst.d'information
33410,Responsable form. à distance,Responsable form. à distance
33411,Chef de(s) laboratoire(s),Chef de(s) laboratoire(s)
33412,Adjoint vice-décanat études,Adjointe vice-décanat études
33413,Responsable enseig.des langues,Responsable enseig.des langues
33414,Responsable des serv.cliniques,Responsable des serv.cliniques
33415,Chef laboratoires informatique,Chef laboratoires informatique
33416,Directeur de division,Directrice de division
33417,Directeur (Division ens.cult.),Directrice (Division ens.cult)
33418,Directeur - Division (Pl.con.),Directrice-Division (Pl. con.)
33419,Administrateur (Contrats),Administratrice (Contrats)
33420,Administrateur de subventions,Administratrice de subventions
33421,Administrateur de recherches,Administratrice de recherches
33422,Directeur-Division intérimaire,Directrice-Division intérimair
33423,Rédacteur en chef,Rédactrice en chef
33424,Chef avantages sociaux,Chef avantages sociaux
33425,Chef santé au travail,Chef santé au travail
33426,Directeur serv. administratifs,Directrice serv.administratifs
33427,Chef de section paie,Chef de section paie
33428,Adjoint au doyen,Adjointe au doyen
33429,Gérant de projet,Gérante de projet
33430,Adjoint au chef de section,Adjointe au chef de section
33431,Chef exécutif,Chef exécutif
33432,Directeur du trait.de l'info.,Directrice du trait.de l'info.
33433,Responsable de l'accueil,Responsable de l'accueil
33434,Chef de section exper.comptab.,Chef de section exper.comptab.
33435,Chef régimes de retraite,Chef régimes de retraite
33436,Directeur -Centre d'exp.(UdeM),Directrice-Centre d'exp.(UdeM)
33437,Adjoint au vice-doyen(Budgets),Adjointe au vice-doyen(Budget)
33438,Adjoint au vice-doyenne(étude),Adjointe au vice-doyenne(étud)
33439,Coordonnateur (Inscription),Coordonnatrice (Inscription)
33440,Coordonnateur-Proj.et dévelop.,Coordonnatrice-Proj.et dével.
33441,Directeur sollicit.-fondation,Directrice sollicit.-fondation
33442,Directeur sûreté,Directrice sûreté
33443,Chef dotation,Chef dotation
33444,Directeur relations-donateurs,Directrice relations-donateurs
33445,Chef sect- Admission processus,Chef sect- Admission processus
33446,Chef de secteur - Opération,Chef de secteur - Opération
33447,Chef sect- Recrutem. systèmes,Chef sect- Recrutem. systèmes
33448,Chef secteur - Communication,Chef secteur - Communication
33449,Responsable TI et multimédia,Responsable TI et multimédia
33450,Vice-recteur associé,Vice-rectrice associée
33465,Directeur technique,Directrice technique
33497,Directeur - Publications,Directrice - Publications
33498,Directeur (Programmation),Directrice (Programmation)
33502,Chef de division (e.t.),Chef de division (e.t.)
33503,Chef de division-Documentation,Chef de division-Documentation
33504,Directeur BENA,Directrice BENA
33509,Adjoint à la coordination,Adjointe à la coordination
33510,Coordonnateur exploit.systèm.,Coordonnatrice exploit.systèm.
33512,Coordonnateur (Admissions),Coordonnatrice (Admissions)
33527,Adjoint au secrétaire,Adjointe au secrétaire
33528,Adjoint au trésorier,Adjointe au trésorier
33529,Responsable (Fonds spéciaux),Responsable (Fonds spéciaux)
