idsadvr,sexe,langues.nom,langues.medium,affiliations.fonction.codeSad,affiliations.fonction.nom,formations.diplome,formations.annee,formations.institutions.nom,formations.institutions.paysNom,formations.institutions.paysCode
in13647,F,Français,Écrit,42001,Professeure titulaire,Doctorat,1999,Université McGill,Canada,CA
in13647,F,Français,Écrit,42001,Professeure titulaire,Maîtrise en sciences cliniques,1993,Université de Sherbrooke,Canada,CA
in13647,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat,1989,Université Laval,Canada,CA
in13647,F,Français,Oral,42001,Professeure titulaire,Postdoctorat en pharmacoépidémiologie,2000,Harvard Medical School,États-Unis,US
in13647,F,Français,Oral,42001,Professeure titulaire,Postdoctorat en pharmacoépidémiologie,2000,Harvard Medical School,États-Unis,US
in13647,F,Français,Oral,42001,Professeure titulaire,Doctorat,1999,Université McGill,Canada,CA
in13647,F,Français,Oral,42001,Professeure titulaire,Maîtrise en sciences cliniques,1993,Université de Sherbrooke,Canada,CA
in13647,F,Français,Oral,42001,Professeure titulaire,Baccalauréat,1989,Université Laval,Canada,CA
in13648,F,,,42001,Professeure titulaire,,,,,
in13649,M,,,42001,Professeur titulaire,,,,,
in13650,M,,,42001,Professeur titulaire,,,,,
in13651,M,,,42001,Professeur titulaire,,,,,
in13652,F,Français,Écrit,42001,Professeure titulaire,B.Sc.,1979,Université d'Ottawa,Canada,CA
in13652,F,Français,Écrit,42001,Professeure titulaire,Ph.D.,1984,Université McGill,Canada,CA
in13652,F,Français,Écrit,42001,Professeure titulaire,Ph.D.,1984,Université McGill,Canada,CA
in13652,F,Français,Écrit,42001,Professeure titulaire,Post-doc.,1986,University de Californie,États-Unis,US
in13652,F,Français,Oral,42001,Professeure titulaire,B.Sc.,1979,Université d'Ottawa,Canada,CA
in13652,F,Français,Oral,42001,Professeure titulaire,Ph.D.,1984,Université McGill,Canada,CA
in13652,F,Français,Oral,42001,Professeure titulaire,Ph.D.,1984,Université McGill,Canada,CA
in13652,F,Français,Oral,42001,Professeure titulaire,Post-doc.,1986,University de Californie,États-Unis,US
in13654,M,Français,Écrit,42032,Professeur associé,Master of Science in Visual Studies,1984,Massachusetts Institute of Technology,États-Unis,US
in13654,M,Français,Écrit,42032,Professeur associé,Bachelor of Design in Communication,1974,Nova Scotia College of Art and Design,Canada,CA
in13654,M,Français,Écrit,42098,Professeur honoraire,Master of Science in Visual Studies,1984,Massachusetts Institute of Technology,États-Unis,US
in13654,M,Français,Écrit,42098,Professeur honoraire,Bachelor of Design in Communication,1974,Nova Scotia College of Art and Design,Canada,CA
in13654,M,Français,Oral,42032,Professeur associé,Master of Science in Visual Studies,1984,Massachusetts Institute of Technology,États-Unis,US
in13654,M,Français,Oral,42032,Professeur associé,Bachelor of Design in Communication,1974,Nova Scotia College of Art and Design,Canada,CA
in13654,M,Français,Oral,42098,Professeur honoraire,Master of Science in Visual Studies,1984,Massachusetts Institute of Technology,États-Unis,US
in13654,M,Français,Oral,42098,Professeur honoraire,Bachelor of Design in Communication,1974,Nova Scotia College of Art and Design,Canada,CA
in13658,M,Anglais,Écrit,42001,Professeur titulaire,PhD en aménagement (option histoire et théorie),1998,Université de Montréal,Canada,CA
in13658,M,Anglais,Écrit,42001,Professeur titulaire,Master in the History and Theory of Architecture,1990,McGill University,Canada,CA
in13658,M,Anglais,Écrit,42001,Professeur titulaire,DPLG (Architecte diplômé par le gouvernement français),1985,École d'architecture de Nantes,France,FR
in13658,M,Anglais,Écrit,42001,Professeur titulaire,Diploma in Architecture (part II),1985,Portsmouth Polytechnic School of Architecture,Royaume-Uni,GB
in13658,M,Français,Écrit,42001,Professeur titulaire,PhD en aménagement (option histoire et théorie),1998,Université de Montréal,Canada,CA
in13658,M,Français,Écrit,42001,Professeur titulaire,Master in the History and Theory of Architecture,1990,McGill University,Canada,CA
in13658,M,Français,Écrit,42001,Professeur titulaire,DPLG (Architecte diplômé par le gouvernement français),1985,École d'architecture de Nantes,France,FR
in13658,M,Français,Écrit,42001,Professeur titulaire,Diploma in Architecture (part II),1985,Portsmouth Polytechnic School of Architecture,Royaume-Uni,GB
in13658,M,Anglais,Oral,42001,Professeur titulaire,PhD en aménagement (option histoire et théorie),1998,Université de Montréal,Canada,CA
in13658,M,Anglais,Oral,42001,Professeur titulaire,Master in the History and Theory of Architecture,1990,McGill University,Canada,CA
in13658,M,Anglais,Oral,42001,Professeur titulaire,DPLG (Architecte diplômé par le gouvernement français),1985,École d'architecture de Nantes,France,FR
in13658,M,Anglais,Oral,42001,Professeur titulaire,Diploma in Architecture (part II),1985,Portsmouth Polytechnic School of Architecture,Royaume-Uni,GB
in13658,M,Français,Oral,42001,Professeur titulaire,PhD en aménagement (option histoire et théorie),1998,Université de Montréal,Canada,CA
in13658,M,Français,Oral,42001,Professeur titulaire,Master in the History and Theory of Architecture,1990,McGill University,Canada,CA
in13658,M,Français,Oral,42001,Professeur titulaire,DPLG (Architecte diplômé par le gouvernement français),1985,École d'architecture de Nantes,France,FR
in13658,M,Français,Oral,42001,Professeur titulaire,Diploma in Architecture (part II),1985,Portsmouth Polytechnic School of Architecture,Royaume-Uni,GB
in13661,F,Français,Écrit,42001,Professeure titulaire,,,,,
in13661,F,Français,Oral,42001,Professeure titulaire,,,,,
in13663,F,,,42032,Professeure associée,MVB,1980,University College Dublin,Irlande,IE
in13663,F,,,42032,Professeure associée,Résidence en Chirurgie Équine,1988,Université de Californie,États-Unis,US
in13663,F,,,42032,Professeure associée,Diplomate du collège Américain en Chirurgie Vétérinaire,1993,American College of Veterinary Surgeons,États-Unis,US
in13663,F,,,42032,Professeure associée,Diplomate du collège Européan en Chirurgie Vétérinaire,1994,European College of Veterinary Surgeons,Suisse,CH
in13663,F,,,42098,Professeure honoraire,MVB,1980,University College Dublin,Irlande,IE
in13663,F,,,42098,Professeure honoraire,Résidence en Chirurgie Équine,1988,Université de Californie,États-Unis,US
in13663,F,,,42098,Professeure honoraire,Diplomate du collège Américain en Chirurgie Vétérinaire,1993,American College of Veterinary Surgeons,États-Unis,US
in13663,F,,,42098,Professeure honoraire,Diplomate du collège Européan en Chirurgie Vétérinaire,1994,European College of Veterinary Surgeons,Suisse,CH
in13665,M,,,42001,Professeur titulaire,,,,,
in13666,F,,,42099,Professeure émérite,,,,,
in13667,M,Français,Écrit,42099,Professeur émérite,,,,,
in13667,M,Français,Oral,42099,Professeur émérite,,,,,
in13668,M,,,42001,Professeur titulaire,,,,,
in13670,M,,,42001,Professeur titulaire,,,,,
in13671,F,,,42016,Professeure adjointe de clinique,,,,,
in13674,M,Français,Écrit,42032,Professeur associé,,,,,
in13674,M,Français,Oral,42032,Professeur associé,,,,,
in13675,M,,,42032,Professeur associé,,,,,
in13676,M,,,42001,Professeur titulaire,Ph.D.,1967,Université Laval,Canada,CA
in13679,M,Français,Écrit,42099,Professeur émérite,,,,,
in13679,M,Français,Oral,42099,Professeur émérite,,,,,
in13680,M,,,42001,Professeur titulaire,,,,,
in13681,M,,,42001,Professeur titulaire,,,,,
in13682,M,,,42001,Professeur titulaire,,,,,
in13682,M,,,42001,Professeur titulaire,,,,,
in13683,F,Français,Écrit,42001,Professeure titulaire,,,,,
in13683,F,Français,Oral,42001,Professeure titulaire,,,,,
in13684,M,,,42001,Professeur titulaire,,,,,
in13685,F,,,42001,Professeure titulaire,Baccalauréat,1982,Université McGill,Canada,CA
in13685,F,,,42001,Professeure titulaire,Maîtrise (Systématique végétale),1986,Université du Connecticut,États-Unis,US
in13685,F,,,42001,Professeure titulaire,Doctorat (Systématique végétale),1993,Université Cornell,États-Unis,US
in13685,F,,,42001,Professeure titulaire,Diplôme (Systématique moléculaire),1995,Université Reading,Royaume-Uni,GB
in13686,F,,,42001,Professeure titulaire,,,,,
in13687,M,,,42001,Professeur titulaire,,,,,
in13688,F,Anglais,Écrit,42001,Professeure titulaire,B.Sc.,1976,Université de Montréal,Canada,CA
in13688,F,Anglais,Écrit,42001,Professeure titulaire,M.Sc.,1979,Université de Montréal,Canada,CA
in13688,F,Anglais,Écrit,42001,Professeure titulaire,Ph.D.,1983,Ohio State University,États-Unis,US
in13688,F,Français,Écrit,42001,Professeure titulaire,B.Sc.,1976,Université de Montréal,Canada,CA
in13688,F,Français,Écrit,42001,Professeure titulaire,M.Sc.,1979,Université de Montréal,Canada,CA
in13688,F,Français,Écrit,42001,Professeure titulaire,Ph.D.,1983,Ohio State University,États-Unis,US
in13688,F,Anglais,Oral,42001,Professeure titulaire,B.Sc.,1976,Université de Montréal,Canada,CA
in13688,F,Anglais,Oral,42001,Professeure titulaire,M.Sc.,1979,Université de Montréal,Canada,CA
in13688,F,Anglais,Oral,42001,Professeure titulaire,Ph.D.,1983,Ohio State University,États-Unis,US
in13688,F,Français,Oral,42001,Professeure titulaire,B.Sc.,1976,Université de Montréal,Canada,CA
in13688,F,Français,Oral,42001,Professeure titulaire,M.Sc.,1979,Université de Montréal,Canada,CA
in13688,F,Français,Oral,42001,Professeure titulaire,Ph.D.,1983,Ohio State University,États-Unis,US
in13689,M,,,42001,Professeur titulaire,Doctorat,1979,Université de Louvain-le-Neuve,Belgique,BE
in13692,F,Anglais,Écrit,42001,Professeure titulaire,Ph.D.,1997,Université de Montréal,Canada,CA
in13692,F,Anglais,Écrit,42001,Professeure titulaire,M.Éd. ,1992,Université de Sherbrooke,Canada,CA
in13692,F,Anglais,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Unversité de Sherbrooke,Canada,CA
in13692,F,Français,Écrit,42001,Professeure titulaire,Ph.D.,1997,Université de Montréal,Canada,CA
in13692,F,Français,Écrit,42001,Professeure titulaire,M.Éd. ,1992,Université de Sherbrooke,Canada,CA
in13692,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Unversité de Sherbrooke,Canada,CA
in13692,F,Anglais,Oral,42001,Professeure titulaire,Ph.D.,1997,Université de Montréal,Canada,CA
in13692,F,Anglais,Oral,42001,Professeure titulaire,M.Éd. ,1992,Université de Sherbrooke,Canada,CA
in13692,F,Anglais,Oral,42001,Professeure titulaire,Baccalauréat,1986,Unversité de Sherbrooke,Canada,CA
in13692,F,Français,Oral,42001,Professeure titulaire,Ph.D.,1997,Université de Montréal,Canada,CA
in13692,F,Français,Oral,42001,Professeure titulaire,M.Éd. ,1992,Université de Sherbrooke,Canada,CA
in13692,F,Français,Oral,42001,Professeure titulaire,Baccalauréat,1986,Unversité de Sherbrooke,Canada,CA
in13693,M,Français,Écrit,42001,Professeur titulaire,,,,,
in13693,M,Français,Oral,42001,Professeur titulaire,,,,,
in13694,F,,,42001,Professeure titulaire,,,,,
in13695,M,Français,Écrit,42099,Professeur émérite,Doctorat,1988,Université de Montréal,Canada,CA
in13695,M,Français,Oral,42099,Professeur émérite,Doctorat,1988,Université de Montréal,Canada,CA
in13696,F,,,42001,Professeure titulaire,,,,,
in13697,M,Français,Écrit,42001,Professeur titulaire,,,,,
in13697,M,Français,Écrit,42098,Professeur honoraire,,,,,
in13697,M,Français,Oral,42001,Professeur titulaire,,,,,
in13697,M,Français,Oral,42098,Professeur honoraire,,,,,
in13698,M,,,42001,Professeur titulaire,,,,,
in13699,M,,,42099,Professeur émérite,,,,,
in13700,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat spécialisé en traduction,1976,Université de Montréal,Canada,CA
in13700,F,Français,Écrit,42001,Professeure titulaire,Maîtrise en traduction,1981,Université de Montréal,Canada,CA
in13700,F,Français,Écrit,42001,Professeure titulaire,D.E.A. en traduction et interprétation (3e cycle),1984,Université de la Sorbonne Nouvelle – Paris 3,France,FR
in13700,F,Français,Écrit,42001,Professeure titulaire,Doctorat en traduction et interprétation,1986,Université de la Sorbonne Nouvelle – Paris 3,France,FR
in13700,F,Français,Oral,42001,Professeure titulaire,Baccalauréat spécialisé en traduction,1976,Université de Montréal,Canada,CA
in13700,F,Français,Oral,42001,Professeure titulaire,Maîtrise en traduction,1981,Université de Montréal,Canada,CA
in13700,F,Français,Oral,42001,Professeure titulaire,D.E.A. en traduction et interprétation (3e cycle),1984,Université de la Sorbonne Nouvelle – Paris 3,France,FR
in13700,F,Français,Oral,42001,Professeure titulaire,Doctorat en traduction et interprétation,1986,Université de la Sorbonne Nouvelle – Paris 3,France,FR
in13701,M,Français,Écrit,42001,Professeur titulaire,,,,,
in13701,M,Français,Oral,42001,Professeur titulaire,,,,,
in13702,M,,,42001,Professeur titulaire,,,,,
in13703,M,Français,Écrit,42001,Professeur titulaire,,,,,
in13703,M,Français,Oral,42001,Professeur titulaire,,,,,
in13704,F,,,42001,Professeure titulaire,,,,,
in13706,M,,,42001,Professeur titulaire,,,,,
in13707,M,,,42001,Professeur titulaire,,,,,
in13709,F,Français,Écrit,42001,Professeure titulaire,"Ph. D., Histoire, Université de Montréal",1990,Université de Montréal,Canada,CA
in13709,F,Français,Écrit,42001,Professeure titulaire,Master of Arts,1985,Université McGill,Canada,CA
in13709,F,Français,Écrit,42001,Professeure titulaire,Bachelor of Arts (Honours),1982,Université McGill,Canada,CA
in13709,F,Français,Oral,42001,Professeure titulaire,"Ph. D., Histoire, Université de Montréal",1990,Université de Montréal,Canada,CA
in13709,F,Français,Oral,42001,Professeure titulaire,Master of Arts,1985,Université McGill,Canada,CA
in13709,F,Français,Oral,42001,Professeure titulaire,Bachelor of Arts (Honours),1982,Université McGill,Canada,CA
in13710,M,,,42001,Professeur titulaire,,,,,
in13710,M,,,42001,Professeur titulaire,,,,,
in13711,M,Français,Écrit,42001,Professeur titulaire,Ph.D.,1987,Université de Montréal,Canada,CA
in13711,M,Français,Oral,42001,Professeur titulaire,Ph.D.,1987,Université de Montréal,Canada,CA
in13712,M,,,42016,Professeur adjoint de clinique,,,,,
in13713,M,,,42099,Professeur émérite,,,,,
in13714,M,,,42099,Professeur émérite,,,,,
in13715,F,,,42032,Professeure associée,,,,,
in13715,F,,,42098,Professeure honoraire,,,,,
in13716,M,,,52072,Professeur/chercheur titulaire,,,,,
in13717,M,,,42032,Professeur associé,,,,,
in13718,F,,,42001,Professeure titulaire,PhD,1988,Université de Montréal,Canada,CA
in13720,M,,,42001,Professeur titulaire,,,,,
in13721,M,,,42001,Professeur titulaire,,,,,
in13722,M,,,42006,Professeur agrégé,,,,,
in13723,M,,,42099,Professeur émérite,,,,,
in13725,M,Français,Écrit,42099,Professeur émérite,,,,,
in13725,M,Français,Oral,42099,Professeur émérite,,,,,
in13726,M,,,42001,Professeur titulaire,,,,,
in13727,M,,,42099,Professeur émérite,,,,,
in13729,F,,,42001,Professeure titulaire,,,,,
in13732,M,,,42099,Professeur émérite,,,,,
in13734,F,,,42099,Professeure émérite,,,,,
in13735,F,Anglais,Écrit,42001,Professeure titulaire,LL. D.,1992,Université de Paris 2-Panthéon-Assas,France,FR
in13735,F,Anglais,Écrit,42001,Professeure titulaire,LL. M.,1988,Université McGill,Canada,CA
in13735,F,Anglais,Écrit,42001,Professeure titulaire,LL. B.,1984,Université McGill,Canada,CA
in13735,F,Anglais,Écrit,42001,Professeure titulaire,B.C.L.,1983,Université McGill,Canada,CA
in13735,F,Français,Écrit,42001,Professeure titulaire,LL. D.,1992,Université de Paris 2-Panthéon-Assas,France,FR
in13735,F,Français,Écrit,42001,Professeure titulaire,LL. M.,1988,Université McGill,Canada,CA
in13735,F,Français,Écrit,42001,Professeure titulaire,LL. B.,1984,Université McGill,Canada,CA
in13735,F,Français,Écrit,42001,Professeure titulaire,B.C.L.,1983,Université McGill,Canada,CA
in13735,F,Anglais,Oral,42001,Professeure titulaire,LL. D.,1992,Université de Paris 2-Panthéon-Assas,France,FR
in13735,F,Anglais,Oral,42001,Professeure titulaire,LL. M.,1988,Université McGill,Canada,CA
in13735,F,Anglais,Oral,42001,Professeure titulaire,LL. B.,1984,Université McGill,Canada,CA
in13735,F,Anglais,Oral,42001,Professeure titulaire,B.C.L.,1983,Université McGill,Canada,CA
in13735,F,Français,Oral,42001,Professeure titulaire,LL. D.,1992,Université de Paris 2-Panthéon-Assas,France,FR
in13735,F,Français,Oral,42001,Professeure titulaire,LL. M.,1988,Université McGill,Canada,CA
in13735,F,Français,Oral,42001,Professeure titulaire,LL. B.,1984,Université McGill,Canada,CA
in13735,F,Français,Oral,42001,Professeure titulaire,B.C.L.,1983,Université McGill,Canada,CA
in13738,M,Français,Écrit,42006,Professeur agrégé,,,,,
in13738,M,Français,Oral,42006,Professeur agrégé,,,,,
in13739,M,Anglais,Écrit,42001,Professeur titulaire,,,,,
in13739,M,Allemand,Écrit,42001,Professeur titulaire,,,,,
in13739,M,Grec ancien (jusqu’à 1453),Écrit,42001,Professeur titulaire,,,,,
in13739,M,Italien,Écrit,42001,Professeur titulaire,,,,,
in13739,M,Latin,Écrit,42001,Professeur titulaire,,,,,
in13739,M,Espagnol; castillan,Écrit,42001,Professeur titulaire,,,,,
in13739,M,Anglais,Oral,42001,Professeur titulaire,,,,,
